Book_ID,Title,Author,Genre,SubGenre,Publisher,Language,Pages,Publication_Year,Rating,Votes,Price,ISBN,Description,Cover_Image
126,The Dark Dreams 126,Author 95,Young Adult,Psychological,Publisher 13,Urdu,323,1990,4.8,10290,1257,4367739628016,"A compelling young adult novel by Author 95 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
127,The Silent Legacy 127,Author 139,Mystery,Epic,Publisher 9,English,606,2024,4.3,36965,1316,5720971201331,"A compelling mystery novel by Author 139 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
128,The Bright River 128,Author 121,Children,Productivity,Publisher 30,Hindi,530,2014,1.6,46848,670,1521345653604,"A compelling children novel by Author 121 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
129,The Dark Legacy 129,Author 126,Mystery,Gothic,Publisher 25,French,642,2014,2.1,40947,1344,2986572351786,"A compelling mystery novel by Author 126 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
130,The Lost River 130,Author 89,Finance,Cozy,Publisher 12,Spanish,755,2012,1.9,34151,1045,1007582204800,"A compelling finance novel by Author 89 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
131,The Emerald Code 131,Author 90,Science Fiction,Productivity,Publisher 3,French,263,2023,4.1,10555,454,4898960454595,"A compelling science fiction novel by Author 90 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
132,The Infinite Legacy 132,Author 126,Thriller,AI,Publisher 9,Hindi,289,2019,4.3,79,451,7848829530011,"A compelling thriller novel by Author 126 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
133,The Bright Empire 133,Author 132,Young Adult,Gothic,Publisher 20,English,712,1995,4.6,49073,1116,6969253191605,"A compelling young adult novel by Author 132 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
134,The Golden Forest 134,Author 90,Young Adult,Gothic,Publisher 2,Spanish,176,1998,3.1,40507,286,3340146224747,"A compelling young adult novel by Author 90 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
135,The Silent Forest 135,Author 68,Thriller,Python,Publisher 16,Hindi,841,1997,3.4,20861,882,9276053876563,"A compelling thriller novel by Author 68 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
136,The Golden Dreams 136,Author 141,Historical,Medieval,Publisher 2,Spanish,190,1998,4.9,23751,1656,7015014944997,"A compelling historical novel by Author 141 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
137,The Bright Legacy 137,Author 117,Philosophy,Psychological,Publisher 30,Urdu,451,2022,2.1,4583,257,1626087082546,"A compelling philosophy novel by Author 117 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
138,The Infinite Mind 138,Author 102,Technology,Gothic,Publisher 1,Spanish,311,1981,2.4,1885,540,1037022864241,"A compelling technology novel by Author 102 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
139,The Emerald Journey 139,Author 35,Philosophy,Python,Publisher 22,Hindi,124,2003,2.4,45370,528,2845657710372,"A compelling philosophy novel by Author 35 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
140,The Dark Empire 140,Author 23,Science Fiction,Gothic,Publisher 5,English,150,1992,2.7,19309,452,0948915194049,"A compelling science fiction novel by Author 23 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
141,The Infinite Code 141,Author 63,Business,Epic,Publisher 20,Urdu,542,1995,2.6,28248,443,3608256264425,"A compelling business novel by Author 63 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
142,The Forgotten Legacy 142,Author 11,Children,AI,Publisher 9,English,806,1993,4.6,29146,1741,5699243090308,"A compelling children novel by Author 11 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
143,The Emerald Dreams 143,Author 98,Self Help,Contemporary,Publisher 18,Spanish,890,1985,1.2,27084,437,3623900946185,"A compelling self help novel by Author 98 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
144,The Golden Forest 144,Author 45,Young Adult,Cyberpunk,Publisher 3,Spanish,430,1991,3.3,11408,1643,0191413534746,"A compelling young adult novel by Author 45 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
145,The Silent Secrets 145,Author 37,Finance,AI,Publisher 2,English,602,2001,2.4,26753,948,3682114949659,"A compelling finance novel by Author 37 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
146,The Silent Code 146,Author 26,Mystery,Python,Publisher 28,Spanish,853,2016,1.9,3269,1072,3094176858351,"A compelling mystery novel by Author 26 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
147,The Dark Mind 147,Author 40,Drama,Epic,Publisher 15,Urdu,456,2000,2.4,28780,1948,4084277088406,"A compelling drama novel by Author 40 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
148,The Infinite Forest 148,Author 92,Children,Cyberpunk,Publisher 14,French,419,2020,2.4,15328,894,9918075369600,"A compelling children novel by Author 92 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
149,The Crimson Secrets 149,Author 148,Technology,Medieval,Publisher 3,English,682,1987,2.1,20784,1482,1972669242745,"A compelling technology novel by Author 148 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
150,The Emerald Empire 150,Author 61,Historical,Gothic,Publisher 7,Spanish,695,1989,1.2,45859,779,4139524433035,"A compelling historical novel by Author 61 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
151,The Hidden River 151,Author 142,Health,Gothic,Publisher 8,French,479,1980,3.6,31942,830,0882949557077,"A compelling health novel by Author 142 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
152,The Hidden Forest 152,Author 94,Children,Productivity,Publisher 14,French,566,2014,4.1,3594,656,7254676756011,"A compelling children novel by Author 94 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
153,The Crimson Journey 153,Author 67,Thriller,Medieval,Publisher 5,Hindi,438,2020,4.1,2645,432,2446567027481,"A compelling thriller novel by Author 67 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
154,The Lost Journey 154,Author 15,Fantasy,Cozy,Publisher 21,English,149,2026,4.9,38912,1510,7089590372199,"A compelling fantasy novel by Author 15 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
155,The Bright Empire 155,Author 47,Mystery,Cozy,Publisher 12,French,700,2025,3.4,5790,1341,7569115686549,"A compelling mystery novel by Author 47 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
156,The Forgotten Mind 156,Author 10,Biography,Python,Publisher 23,Hindi,916,2000,3.5,40235,1070,8740907906481,"A compelling biography novel by Author 10 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
157,The Golden Future 157,Author 77,Thriller,Productivity,Publisher 5,Spanish,487,2014,3.1,3031,1933,4036082259135,"A compelling thriller novel by Author 77 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
158,The Emerald Mind 158,Author 140,Technology,Productivity,Publisher 5,Hindi,772,1983,1.5,40660,646,2602769211728,"A compelling technology novel by Author 140 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
159,The Crimson Legacy 159,Author 111,Children,Medieval,Publisher 22,French,296,1993,1.6,5727,629,6732765772260,"A compelling children novel by Author 111 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
160,The Hidden Secrets 160,Author 125,Technology,Cozy,Publisher 28,Hindi,610,2015,2.7,17140,210,1026919982764,"A compelling technology novel by Author 125 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
161,The Lost Code 161,Author 78,Young Adult,Python,Publisher 16,French,145,1981,3.7,43460,1078,4349307738412,"A compelling young adult novel by Author 78 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
162,The Golden Empire 162,Author 70,Fantasy,Cyberpunk,Publisher 17,Urdu,138,2025,4.5,3654,612,0604442285784,"A compelling fantasy novel by Author 70 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
163,The Forgotten Dreams 163,Author 38,Drama,Cozy,Publisher 12,Urdu,332,1989,5.0,15119,441,7062299761147,"A compelling drama novel by Author 38 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
